ts,campaign_id,channel,geo,device,impressions,clicks,spend,conversions,revenue,planned_spend
2025-11-06 21:00:00,META-US-DESK,Meta,US,Desktop,3048,112,29.642021549746477,1,15.0,34.43773983004356
2025-11-06 22:00:00,META-US-DESK,Meta,US,Desktop,2981,89,29.77689070660108,0,0.0,34.199235254802346
2025-11-06 23:00:00,META-US-DESK,Meta,US,Desktop,3024,87,33.047647415091305,0,0.0,33.9513473278897
2025-11-07 00:00:00,META-US-DESK,Meta,US,Desktop,2947,94,15.440830969621608,1,15.0,32.88757220726743
2025-11-07 01:00:00,META-US-DESK,Meta,US,Desktop,3014,99,32.262767613568975,3,45.0,32.91423943760332
2025-11-07 02:00:00,META-US-DESK,Meta,US,Desktop,2967,79,27.561688422933504,1,15.0,32.95109289302534
2025-11-07 03:00:00,META-US-DESK,Meta,US,Desktop,3056,83,22.05244206671082,2,30.0,32.197066304518735
2025-11-07 04:00:00,META-US-DESK,Meta,US,Desktop,2944,96,22.83869342802393,1,15.0,32.16027417075233
2025-11-07 05:00:00,META-US-DESK,Meta,US,Desktop,2930,82,22.959887843093167,2,30.0,31.311987775060803
2025-11-07 06:00:00,META-US-DESK,Meta,US,Desktop,3027,76,24.404235782135235,2,30.0,30.389664989583235
2025-11-07 07:00:00,META-US-DESK,Meta,US,Desktop,3022,87,22.969233275366943,1,15.0,30.766824637036592
2025-11-07 08:00:00,META-US-DESK,Meta,US,Desktop,2999,86,31.30023790390089,3,45.0,30.44450107965397
2025-11-07 09:00:00,META-US-DESK,Meta,US,Desktop,2960,89,39.387891893243896,1,15.0,30.68996168022075
2025-11-07 10:00:00,META-US-DESK,Meta,US,Desktop,3073,104,33.781112423978016,0,0.0,30.854109430788494
2025-11-07 11:00:00,META-US-DESK,Meta,US,Desktop,3004,91,31.02649171228626,0,0.0,30.301469550575643
2025-11-07 12:00:00,META-US-DESK,Meta,US,Desktop,2867,91,35.1784663957228,5,75.0,30.409533083800316
2025-11-07 13:00:00,META-US-DESK,Meta,US,Desktop,3047,93,32.2310560711331,1,15.0,30.305499551148767
2025-11-07 14:00:00,META-US-DESK,Meta,US,Desktop,3123,94,36.739552574597376,1,15.0,30.037765032237292
2025-11-07 15:00:00,META-US-DESK,Meta,US,Desktop,2923,68,17.77928207714595,2,30.0,29.07270332178443
2025-11-07 16:00:00,META-US-DESK,Meta,US,Desktop,3009,81,27.665315406109162,0,0.0,29.520631322629672
2025-11-07 17:00:00,META-US-DESK,Meta,US,Desktop,3036,100,33.82046001721588,5,75.0,29.2385128903217
2025-11-07 18:00:00,META-US-DESK,Meta,US,Desktop,3058,87,39.10571216222156,5,75.0,29.800057111190426
2025-11-07 19:00:00,META-US-DESK,Meta,US,Desktop,2903,82,27.454391441769967,3,45.0,28.980219623106674
2025-11-07 20:00:00,META-US-DESK,Meta,US,Desktop,3001,95,21.175488188127723,2,30.0,28.733408222514402
2025-11-07 21:00:00,META-US-DESK,Meta,US,Desktop,3010,84,34.23295262460957,2,30.0,28.924697017300364
2025-11-07 22:00:00,META-US-DESK,Meta,US,Desktop,3060,109,31.541038429318004,3,45.0,28.998203172413564
2025-11-07 23:00:00,META-US-DESK,Meta,US,Desktop,2952,83,22.902031539520685,4,60.0,28.575469177598126
2025-11-08 00:00:00,META-US-DESK,Meta,US,Desktop,3014,104,37.314810500157876,6,90.0,29.48688499137047
2025-11-08 01:00:00,META-US-DESK,Meta,US,Desktop,3013,113,35.36980680279359,1,15.0,29.616344957588165
2025-11-08 02:00:00,META-US-DESK,Meta,US,Desktop,2999,87,37.729296724947204,3,45.0,30.039995303505396
2025-11-08 03:00:00,META-US-DESK,Meta,US,Desktop,2903,71,21.28902425224532,2,30.0,30.00818622790267
2025-11-08 04:00:00,META-US-DESK,Meta,US,Desktop,3010,100,31.770238220844533,2,30.0,30.38033392760353
2025-11-08 05:00:00,META-US-DESK,Meta,US,Desktop,3057,95,41.39038497296046,4,60.0,31.148271308014667
2025-11-08 06:00:00,META-US-DESK,Meta,US,Desktop,3018,80,32.119920614691736,1,15.0,31.469758176037853
2025-11-08 07:00:00,META-US-DESK,Meta,US,Desktop,3009,83,26.9757000939673,1,15.0,31.636694293479536
2025-11-08 08:00:00,META-US-DESK,Meta,US,Desktop,2964,107,37.05465796166204,1,15.0,31.876461795886247
2025-11-08 09:00:00,META-US-DESK,Meta,US,Desktop,3035,84,12.806648538660186,4,60.0,30.768909989445262
2025-11-08 10:00:00,META-US-DESK,Meta,US,Desktop,2996,88,44.3329809915758,2,30.0,31.208571179761837
2025-11-08 11:00:00,META-US-DESK,Meta,US,Desktop,3091,103,36.317784931533666,4,60.0,31.42904173056381
2025-11-08 12:00:00,META-US-DESK,Meta,US,Desktop,3032,89,25.315133305227032,4,60.0,31.01806951845982
2025-11-08 13:00:00,META-US-DESK,Meta,US,Desktop,2863,97,39.7015378266528,2,30.0,31.32933959160648
2025-11-08 14:00:00,META-US-DESK,Meta,US,Desktop,3094,105,32.45716423601146,1,15.0,31.150906744165397
2025-11-08 15:00:00,META-US-DESK,Meta,US,Desktop,3003,87,24.90183998378566,2,30.0,31.44767999027538
2025-11-08 16:00:00,META-US-DESK,Meta,US,Desktop,3082,88,21.93395548884679,1,15.0,31.20887332705612
2025-11-08 17:00:00,META-US-DESK,Meta,US,Desktop,3020,75,25.099081825487012,3,45.0,30.845482569067414
2025-11-08 18:00:00,META-US-DESK,Meta,US,Desktop,3135,87,34.119293248742146,0,0.0,30.637715114339105
2025-11-08 19:00:00,META-US-DESK,Meta,US,Desktop,2931,83,26.203337693106764,2,30.0,30.58558787481147
2025-11-08 20:00:00,META-US-DESK,Meta,US,Desktop,3122,101,51.95530065279249,1,15.0,31.868080060839173
2025-11-08 21:00:00,META-US-DESK,Meta,US,Desktop,2955,93,28.452804602736993,4,60.0,31.627240559927813
2025-11-08 22:00:00,META-US-DESK,Meta,US,Desktop,2940,81,29.754816139767854,2,30.0,31.552814631196558
2025-11-08 23:00:00,META-US-DESK,Meta,US,Desktop,3050,90,27.21538968797029,3,45.0,31.732537887381955
2025-11-09 00:00:00,META-US-DESK,Meta,US,Desktop,2906,93,27.380003510230885,3,45.0,31.318587596135004
2025-11-09 01:00:00,META-US-DESK,Meta,US,Desktop,3066,81,24.424334993869497,2,30.0,30.862526270763166
2025-11-09 02:00:00,META-US-DESK,Meta,US,Desktop,3045,87,20.48398149543335,3,45.0,30.143971469533422
2025-11-09 03:00:00,META-US-DESK,Meta,US,Desktop,3074,88,38.69579143383831,0,0.0,30.869253435433126
2025-11-09 04:00:00,META-US-DESK,Meta,US,Desktop,2900,81,17.5219539908723,3,45.0,30.27557492585095
2025-11-09 05:00:00,META-US-DESK,Meta,US,Desktop,3051,90,29.719287584187985,4,60.0,29.789279201318767
2025-11-09 06:00:00,META-US-DESK,Meta,US,Desktop,2981,83,39.616937673655,2,30.0,30.1016549121089
2025-11-09 07:00:00,META-US-DESK,Meta,US,Desktop,3070,94,21.16208656001139,4,60.0,29.859421014860732
2025-11-09 08:00:00,META-US-DESK,Meta,US,Desktop,3041,96,40.197190233971085,3,45.0,29.99035985954028
2025-11-09 09:00:00,META-US-DESK,Meta,US,Desktop,3034,80,36.6463946224441,2,30.0,30.983682613031277
2025-11-09 10:00:00,META-US-DESK,Meta,US,Desktop,2954,85,23.97174136161513,2,30.0,30.13529762844958
2025-11-09 11:00:00,META-US-DESK,Meta,US,Desktop,2916,95,33.82700728563607,3,45.0,30.031515226537184
2025-11-09 12:00:00,META-US-DESK,Meta,US,Desktop,2955,92,34.6865751054701,4,60.0,30.421991968213977
2025-11-09 13:00:00,META-US-DESK,Meta,US,Desktop,2908,69,21.067243373437886,2,30.0,29.645563032663357
2025-11-09 14:00:00,META-US-DESK,Meta,US,Desktop,3040,89,37.277016461745326,1,15.0,29.846390208735603
2025-11-09 15:00:00,META-US-DESK,Meta,US,Desktop,3020,86,26.290594335454657,1,15.0,29.904254973388475
2025-11-09 16:00:00,META-US-DESK,Meta,US,Desktop,3052,84,70.78347475568174,1,15.0,30.464995885429897
2025-11-09 17:00:00,META-US-DESK,Meta,US,Desktop,2967,89,59.317563010736535,1,15.0,30.654983372091618
2025-11-09 18:00:00,META-US-DESK,Meta,US,Desktop,2957,86,65.42035084735613,0,0.0,30.59627012938061
2025-11-09 19:00:00,META-US-DESK,Meta,US,Desktop,3022,73,24.747000745043565,2,30.0,30.53558942321131
2025-11-09 20:00:00,META-US-DESK,Meta,US,Desktop,2923,87,33.03086579894687,5,75.0,29.747071304301077
2025-11-09 21:00:00,META-US-DESK,Meta,US,Desktop,3004,101,39.172762036261354,0,0.0,30.193736197364597
2025-11-09 22:00:00,META-US-DESK,Meta,US,Desktop,2977,100,39.148300866019795,4,60.0,30.58513139429176
2025-11-09 23:00:00,META-US-DESK,Meta,US,Desktop,2983,102,39.55701674933984,4,60.0,31.099365855182157
2025-11-10 00:00:00,META-US-DESK,Meta,US,Desktop,2996,106,26.407557912243202,1,15.0,31.058847288599335
2025-11-10 01:00:00,META-US-DESK,Meta,US,Desktop,2908,74,23.2793855214625,1,15.0,31.011141060582375
2025-11-10 02:00:00,META-US-DESK,Meta,US,Desktop,3069,103,41.65948703713288,2,30.0,31.89345379148652
2025-11-10 03:00:00,META-US-DESK,Meta,US,Desktop,2920,89,29.72847220151237,3,45.0,31.51981549013961
2025-11-10 04:00:00,META-US-DESK,Meta,US,Desktop,3008,75,14.670039944299456,4,60.0,31.400985738199072
2025-11-10 05:00:00,META-US-DESK,Meta,US,Desktop,3033,82,23.241345027869258,0,0.0,31.131071465019122
2025-11-10 06:00:00,META-US-DESK,Meta,US,Desktop,3082,98,28.36142313194862,3,45.0,30.66209169244803
2025-11-10 07:00:00,META-US-DESK,Meta,US,Desktop,2898,85,31.295406145056187,3,45.0,31.084313341824895
2025-11-10 08:00:00,META-US-DESK,Meta,US,Desktop,3000,76,41.32079456786324,5,75.0,31.1311301890704
2025-11-10 09:00:00,META-US-DESK,Meta,US,Desktop,3013,93,30.193374507981783,1,15.0,30.862254350967806
2025-11-10 10:00:00,META-US-DESK,Meta,US,Desktop,2989,75,32.86870480559372,1,15.0,31.232961161133577
2025-11-10 11:00:00,META-US-DESK,Meta,US,Desktop,2906,77,23.250334023149897,2,30.0,30.79226644186332
2025-11-10 12:00:00,META-US-DESK,Meta,US,Desktop,3002,88,33.340603175987475,2,30.0,30.736184278134875
2025-11-10 13:00:00,META-US-DESK,Meta,US,Desktop,2987,92,22.18277806821918,2,30.0,30.782664890417433
2025-11-10 14:00:00,META-US-DESK,Meta,US,Desktop,3031,100,36.59350511902088,3,45.0,30.754185251137244
2025-11-10 15:00:00,META-US-DESK,Meta,US,Desktop,2981,108,43.00959190297095,2,30.0,31.450810149783763
2025-11-10 16:00:00,META-US-DESK,Meta,US,Desktop,3052,99,49.12100240215101,1,15.0,32.02286285913002
2025-11-10 17:00:00,META-US-DESK,Meta,US,Desktop,2955,94,29.608907264055517,2,30.0,32.020784765741986
2025-11-10 18:00:00,META-US-DESK,Meta,US,Desktop,2930,70,28.853022555227312,2,30.0,31.86007006288987
2025-11-10 19:00:00,META-US-DESK,Meta,US,Desktop,2949,89,41.55230966239698,2,30.0,32.5602912677796
2025-11-10 20:00:00,META-US-DESK,Meta,US,Desktop,3053,83,27.17168809665691,2,30.0,32.31615886351751
2025-11-10 21:00:00,META-US-DESK,Meta,US,Desktop,2972,93,27.56281461741867,4,60.0,31.83241105439907
2025-11-10 22:00:00,META-US-DESK,Meta,US,Desktop,3051,79,25.74382827294531,0,0.0,31.273891363020965
2025-11-10 23:00:00,META-US-DESK,Meta,US,Desktop,2911,76,25.955288730669515,1,15.0,30.70715269557637
2025-11-11 00:00:00,META-US-DESK,Meta,US,Desktop,2961,97,33.24720135984476,0,0.0,30.99213783922643
2025-11-11 01:00:00,META-US-DESK,Meta,US,Desktop,3096,93,26.61853879047361,3,45.0,31.13126922543523
